efo_id	label	synonyms	source
EFO:0000246	age		efo-obo-measurement-branch
EFO:0000287	biopsy number		efo-obo-measurement-branch
EFO:0000388	electrical current		efo-obo-measurement-branch
EFO:0000391	damage intensity		efo-obo-measurement-branch
EFO:0000409	disease free survival	Disease-Free Survival|morbidity-free survival	efo-obo-measurement-branch
EFO:0000412	distant metastasis free survival	event distant metastases|time to development of distant metastases	efo-obo-measurement-branch
EFO:0000428	dose		efo-obo-measurement-branch
EFO:0000433	duration		efo-obo-measurement-branch
EFO:0000480	event death		efo-obo-measurement-branch
EFO:0000482	event free survival time		efo-obo-measurement-branch
EFO:0000513	genotype		efo-obo-measurement-branch
EFO:0000627	number of injections		efo-obo-measurement-branch
EFO:0000633	operator variation	OperatorVariation	efo-obo-measurement-branch
EFO:0000638	overall survival		efo-obo-measurement-branch
EFO:0000648	period of infection		efo-obo-measurement-branch
EFO:0000686	risk status		efo-obo-measurement-branch
EFO:0000689	sampling time	sampling_time_point	efo-obo-measurement-branch
EFO:0000714	survival time	survival|time of survival	efo-obo-measurement-branch
EFO:0000718	exposure temperature		efo-obo-measurement-branch
EFO:0000719	temporal measurement		efo-obo-measurement-branch
EFO:0000721	time		efo-obo-measurement-branch
EFO:0000724	timepoint		efo-obo-measurement-branch
EFO:0001444	measurement		efo-obo-measurement-branch
EFO:0003892	pulmonary function measurement	FUNCTION TEST PULM|FUNCTION TESTS PULM|Function Test, Lung|Function Test, Pulmonary|Function Test, Respiratory|Function Tests, Lung|Function Tests, Pulmonary|Function Tests, Respiratory|Lung Function Test|Lung Function Tests|PULM FUNCTION TEST|PULM FUNCTION TESTS|Pulmonary Function Tests|Respiratory Function Test|Respiratory Function Tests|TEST PULM FUNCTION|TESTS PULM FUNCTION|Test, Lung Function|Test, Pulmonary Function|Test, Respiratory Function|Tests, Lung Function|Tests, Pulmonary Function|Tests, Respiratory Function|pulmonary function test	efo-obo-measurement-branch
EFO:0003912	ankle brachial index	ABPI|Ankle Brachial Indices|Ankle Brachial Pressure Index (ABPI)|Ankle-Brachial Index|Ankle-Brachial Indices|Brachial Index, Ankle|Brachial Index, Toe|Brachial Indices, Ankle|Brachial Indices, Toe|Index, Ankle Brachial|Index, Ankle-Brachial|Index, Toe Brachial|Index, Toe-Brachial|Indices, Ankle Brachial|Indices, Ankle-Brachial|Indices, Toe Brachial|Indices, Toe-Brachial|Toe Brachial Index|Toe Brachial Indices|Toe-Brachial Index|Toe-Brachial Indices|ankle brachial pressure index	efo-obo-measurement-branch
EFO:0003926	neuropsychological test	Aphasia Test|Aphasia Tests|Memory for Designs Test|NEUROPSYCHOL TEST|NEUROPSYCHOL TESTS|Neuropsychologic Test|Neuropsychologic Tests|Neuropsychological Tests|TEST NEUROPSYCHOL|TESTS NEUROPSYCHOL|Test, Aphasia|Test, Neuropsychologic|Test, Neuropsychological|Tests, Aphasia|Tests, Neuropsychologic|Tests, Neuropsychological|cognitive performance|cognitive performance test|cognitive test performance	efo-obo-measurement-branch
EFO:0003962	pulsed doppler echocardiography	DOPPLER ECHOCARDIOGR PULSED|DOPPLER PULSED ECHOCARDIOGR|Doppler Echocardiography, Pulsed|Doppler Pulsed Echocardiography|ECHOCARDIOGR DOPPLER PULSED|ECHOCARDIOGR PULSED DOPPLER|Echocardiography, Doppler Pulsed|Echocardiography, Doppler, Pulsed|Echocardiography, Pulsed Doppler|PULSED DOPPLER ECHOCARDIOGR|PULSED ECHOCARDIOGR DOPPLER|Pulsed Echocardiography, Doppler	efo-obo-measurement-branch
EFO:0003965	very low birth weight infant	INFANT VLBW|Infant, Very Low Birth Weight|Infant, Very-Low-Birth-Weight|Infants, Very-Low-Birth-Weight|VLBW INFANT|Very Low Birth Weight|Very Low Birth Weight Infant|Very-Low-Birth-Weight Infant|Very-Low-Birth-Weight Infants	efo-obo-measurement-branch
EFO:0004134	tumor size	size of tumor	efo-obo-measurement-branch
EFO:0004297	clinical laboratory measurement	clinical laboratory techniques	efo-obo-measurement-branch
EFO:0004298	cardiovascular measurement	Diagnostic Techniques, Cardiovascular|cardiovascular diagnostic technique	efo-obo-measurement-branch
EFO:0004299	life expectancy		efo-obo-measurement-branch
EFO:0004302	anthropometric measurement	anthropometric traits|anthropometry	efo-obo-measurement-branch
EFO:0004303	vital signs		efo-obo-measurement-branch
EFO:0004305	erythrocyte count	RBC|erythrocyte number|red blood cell count	efo-obo-measurement-branch
EFO:0004306	erythrocyte indices	RBC count|erythrocyte index|erythrocyte indexes|erythrocyte size determination|red cell index|red cell indices	efo-obo-measurement-branch
EFO:0004307	glucose tolerance test		efo-obo-measurement-branch
EFO:0004309	platelet count	blood platelet number	efo-obo-measurement-branch
EFO:0004312	vital capacity	FVC|forced vital capacity	efo-obo-measurement-branch
EFO:0004313	maximal midexpiratory flow rate	FEF25-75%	efo-obo-measurement-branch
EFO:0004314	forced expiratory volume	FEV1|FEVt|timed vital capacity	efo-obo-measurement-branch
EFO:0004324	body weights and measures	body measures	efo-obo-measurement-branch
EFO:0004327	electrocardiography	EKG|electrocardiogram	efo-obo-measurement-branch
EFO:0004328	exercise test	stress test	efo-obo-measurement-branch
EFO:0004338	body weight	weight	efo-obo-measurement-branch
EFO:0004340	body mass index	BMI|Quetelet's Index	efo-obo-measurement-branch
EFO:0004341	body fat distribution	body fat patterning	efo-obo-measurement-branch
EFO:0004343	waist-hip ratio		efo-obo-measurement-branch
EFO:0004344	birth weight	birthweight	efo-obo-measurement-branch
EFO:0004345	corneal topography	videokeratography	efo-obo-measurement-branch
EFO:0004346	neuroimaging measurement	brain imaging	efo-obo-measurement-branch
EFO:0004348	hematocrit	Ht|packed erythrocyte volume|packed red-cell volume	efo-obo-measurement-branch
EFO:0004352	mortality	mortality measurement|mortality rate	efo-obo-measurement-branch
EFO:0004357	electroencephalogram measurement	brain oscillations|brain waves|brainwaves|electroencephalogram traits	efo-obo-measurement-branch
EFO:0004358	event-related brain oscillation	event-related brain oscillations	efo-obo-measurement-branch
EFO:0004425	initial time point	initial timepoint	efo-obo-measurement-branch
EFO:0004458	C-reactive protein measurement	C-reactive protein level	efo-obo-measurement-branch
EFO:0004459	ferritin measurement	ferritin level	efo-obo-measurement-branch
EFO:0004460	soluble transferrin receptor measurement	sTfR level|soluble transferrin receptor level	efo-obo-measurement-branch
EFO:0004461	iron biomarker measurement	iron biomarker level|iron status biomarkers	efo-obo-measurement-branch
EFO:0004462	PR interval	PQ interval	efo-obo-measurement-branch
EFO:0004467	insulin measurement	insulin level	efo-obo-measurement-branch
EFO:0004468	glucose measurement	glucose level	efo-obo-measurement-branch
EFO:0004469	HOMA-B	homeostasis model assessment B cell function	efo-obo-measurement-branch
EFO:0004471	insulin sensitivity measurement	insulin sensitivity test	efo-obo-measurement-branch
EFO:0004501	HOMA-IR	homeostasis model assessment insulin resistance	efo-obo-measurement-branch
EFO:0004502	adiponectin measurement	adiponectin levels	efo-obo-measurement-branch
EFO:0004503	hematological measurement		efo-obo-measurement-branch
EFO:0004506	monocyte early outgrowth colony forming unit	early outgrowth endothelial progenitor cell colony forming units|monocyte early outgrowth colony forming units	efo-obo-measurement-branch
EFO:0004507	D dimer measurement	D-dimer levels|fibrin D-dimer levels|plasma D-dimer levels	efo-obo-measurement-branch
EFO:0004508	spine bone size		efo-obo-measurement-branch
EFO:0004509	hemoglobin measurement	Hb|haemoglobin measurement|hemoglobin count|hemoglobin levels	efo-obo-measurement-branch
EFO:0004510	HPV seropositivity		efo-obo-measurement-branch
EFO:0004511	femoral neck bone geometry		efo-obo-measurement-branch
EFO:0004512	bone measurement		efo-obo-measurement-branch
EFO:0004513	bone geometry		efo-obo-measurement-branch
EFO:0004514	bone quantitative ultrasound measurement	bone quantitative ultrasound|broadband ultrasound attenuation	efo-obo-measurement-branch
EFO:0004515	muscle measurement	muscle mass|muscle mass measurement	efo-obo-measurement-branch
EFO:0004516	bone fracture related measurement	fracture-related traits	efo-obo-measurement-branch
EFO:0004517	arterial stiffness measurement	arterial stiffness	efo-obo-measurement-branch
EFO:0004519	soluble P-selectin measurement	sP-selectin|soluble P-selectin level	efo-obo-measurement-branch
EFO:0004520	ICAM-1 measurement	sICAM-1|soluble ICAM1 measurement|soluble intercellular adhesion molecule-1	efo-obo-measurement-branch
EFO:0004522	adhesion molecule measurement	soluble adhesion molecule measurement	efo-obo-measurement-branch
EFO:0004527	mean corpuscular hemoglobin	MCH|mean corpuscular haemoglobin	efo-obo-measurement-branch
EFO:0004528	mean corpuscular hemoglobin concentration	CHCM|Corpuscular HGB Concentration Mean|Corpuscular Hemoglobin Concentration Mean|Erythrocyte Corpuscular Hemoglobin Concentration Mean|MCHC|mean corpuscular haemoglobin concentration	efo-obo-measurement-branch
EFO:0004529	lipid measurement		efo-obo-measurement-branch
EFO:0004530	triglyceride measurement	triglyceride levels	efo-obo-measurement-branch
EFO:0004531	urate measurement	urate levels	efo-obo-measurement-branch
EFO:0004532	serum gamma-glutamyl transferase measurement	GGT measurement|Gamma gluatamyl transferase levels|Gamma glutamyl transpeptidase levels|gamma glutamyl transferase measurement	efo-obo-measurement-branch
EFO:0004533	alkaline phosphatase measurement	AP	efo-obo-measurement-branch
EFO:0004534	creatine kinase measurement		efo-obo-measurement-branch
EFO:0004536	total blood protein measurement	TBP|serum total protein	efo-obo-measurement-branch
EFO:0004541	HbA1c measurement	A1C measurement|A1c measurement|Glycosylated Hemoglobin|Glycosylated Hemoglobin Measurement|HBA1C|HbA1c levels|Hemoglobin A1C|glycated hemoglobin levels|glycosylated Haemoglobin A level|glycosylated Hemoglobin A level	efo-obo-measurement-branch
EFO:0004550	amygdala reactivity measurement		efo-obo-measurement-branch
EFO:0004554	genomic measurement		efo-obo-measurement-branch
EFO:0004555	glycoprotein measurement		efo-obo-measurement-branch
EFO:0004557	population measurement		efo-obo-measurement-branch
EFO:0004570	bilirubin measurement	bilirubin levels	efo-obo-measurement-branch
EFO:0004571	butyrylcholinesterase measurement	butyrylcholinesterase levels	efo-obo-measurement-branch
EFO:0004572	C4BP measurement	C4b binding protein levels|C4b-binding protein levels|C4b-binding protein measurement	efo-obo-measurement-branch
EFO:0004573	chemerin measurement	RAR-responsive protein TIG2 measurement|Retinoic acid receptor responder protein 2 measurement|Tazarotene-induced gene 2 protein measurement|chemerin levels	efo-obo-measurement-branch
EFO:0004574	total cholesterol measurement	cholesterol, total|total cholesterol levels	efo-obo-measurement-branch
EFO:0004576	fetal hemoglobin measurement	Fetal Hemoglobin|HGBF|HbF levels|Hemoglobin F|fetal haemoglobin measurement|fetal hemoglobin levels	efo-obo-measurement-branch
EFO:0004578	homocysteine measurement	homocysteine levels	efo-obo-measurement-branch
EFO:0004581	interleukin 18 measurement	IL-18 levels|IL-18 measurement|Interleukin-18 levels	efo-obo-measurement-branch
EFO:0004585	naphthyl-keratin adduct measurement	naphthyl-keratin adduct levels	efo-obo-measurement-branch
EFO:0004586	complete blood cell count	CBC|Complete Blood Count|FBC|Full Blood Count|blood cell count|full blood count	efo-obo-measurement-branch
EFO:0004587	lymphocyte count	lymphocyte counts	efo-obo-measurement-branch
EFO:0004611	low density lipoprotein cholesterol measurement	LDL measurement	efo-obo-measurement-branch
EFO:0004612	high density lipoprotein cholesterol measurement	HDL measurement	efo-obo-measurement-branch
EFO:0004614	apolipoprotein A 1 measurement	apo-AI levels|apoA-I levels|apolipoprotein A-1 levels|apolipoprotein A-I levels|apolipoprotein A1 levels	efo-obo-measurement-branch
EFO:0004615	apolipoprotein B measurement		efo-obo-measurement-branch
EFO:0004617	cystatin C measurement		efo-obo-measurement-branch
EFO:0004618	vitamin K measurement	phylloquinone measurement	efo-obo-measurement-branch
EFO:0004619	factor VII measurement		efo-obo-measurement-branch
EFO:0004620	vitamin B12 measurement	vitamin B12 levels	efo-obo-measurement-branch
EFO:0004621	vitamin B6 measurement	vitamin B6 levels	efo-obo-measurement-branch
EFO:0004625	progranulin measurement	progranulin levels	efo-obo-measurement-branch
EFO:0004626	IGFBP-3 measurement	Insulin-Like Growth Factor Binding Protein 3 levels	efo-obo-measurement-branch
EFO:0004627	IGF-1 measurement	Insulin-Like Growth Factor 1 levels	efo-obo-measurement-branch
EFO:0004630	factor VIII measurement	factor VIII levels	efo-obo-measurement-branch
EFO:0004632	nevus count		efo-obo-measurement-branch
EFO:0004633	protein C measurement	coagulation factor XIV	efo-obo-measurement-branch
EFO:0004635	leptin receptor measurement	leptin receptor levels|soluble leptin receptor levels	efo-obo-measurement-branch
EFO:0004637	protein S measurement		efo-obo-measurement-branch
EFO:0004640	haptoglobin measurement	haptoglobin levels	efo-obo-measurement-branch
EFO:0004641	white matter integrity		efo-obo-measurement-branch
EFO:0004644	TPE interval measurement		efo-obo-measurement-branch
EFO:0004670	beta-amyloid 1-42 measurement	CSF AB1-42 levels|CSF Aβ1-42 levels|amyloid-beta 1-42 measurement	efo-obo-measurement-branch
EFO:0004682	QT interval		efo-obo-measurement-branch
EFO:0004685	hip geometry		efo-obo-measurement-branch
EFO:0004694	factor XI measurement		efo-obo-measurement-branch
EFO:0004695	intraocular pressure measurement		efo-obo-measurement-branch
EFO:0004696	sex hormone-binding globulin measurement	SHBG level|SHBG levels	efo-obo-measurement-branch
EFO:0004697	estradiol measurement	estradiol levels|oestrogen level|oestrogen levels	efo-obo-measurement-branch
EFO:0004703	age at menarche		efo-obo-measurement-branch
EFO:0004704	age at menopause		efo-obo-measurement-branch
EFO:0004713	FEV/FVC ratio	FEV/FEC ratio|FEV/FVC|FEV1/FVC	efo-obo-measurement-branch
EFO:0004724	carotid-femoral pulse wave velocity		efo-obo-measurement-branch
EFO:0004725	metabolite measurement	metabolite levels|metabolite traits	efo-obo-measurement-branch
EFO:0004729	vitamin measurement	vitamin levels	efo-obo-measurement-branch
EFO:0004730	hormone measurement		efo-obo-measurement-branch
EFO:0004731	eye measurement		efo-obo-measurement-branch
EFO:0004732	lipoprotein measurement		efo-obo-measurement-branch
EFO:0004736	aspartate aminotransferase measurement	Aspartate transaminase measurement	efo-obo-measurement-branch
EFO:0004737	carotenoid measurement		efo-obo-measurement-branch
EFO:0004738	tocopherol measurement		efo-obo-measurement-branch
EFO:0004739	circulating cell free DNA measurement	circulating cell free DNA level|circulating cell free DNA levels	efo-obo-measurement-branch
EFO:0004744	matrix metalloproteinase measurement		efo-obo-measurement-branch
EFO:0004745	NT-proBNP measurement		efo-obo-measurement-branch
EFO:0004746	lipoprotein-associated phospholipase A(2) measurement	Lipoprotein-associated phospholipase A(2) level|Lipoprotein-associated phospholipase A(2) levels	efo-obo-measurement-branch
EFO:0004747	protein measurement	protein levels	efo-obo-measurement-branch
EFO:0004750	interleukin 10 measurement		efo-obo-measurement-branch
EFO:0004753	interleukin 12 measurement		efo-obo-measurement-branch
EFO:0004754	interleukin 1 receptor antagonist measurement		efo-obo-measurement-branch
EFO:0004760	t-tau measurement		efo-obo-measurement-branch
EFO:0004761	uric acid measurement	uric acid level|uric acid levels	efo-obo-measurement-branch
EFO:0004763	p-tau measurement		efo-obo-measurement-branch
EFO:0004767	visceral:subcutaneous adipose tissue ratio		efo-obo-measurement-branch
EFO:0004768	follicle stimulating hormone measurement	FSH level|FSH levels|follicle stimulating hormone level|follicle stimulating hormone levels	efo-obo-measurement-branch
EFO:0004769	anti-Mullerian hormone measurement	anti-Mullerian hormone level|anti-Mullerian hormone levels	efo-obo-measurement-branch
EFO:0004770	ovarian reserve		efo-obo-measurement-branch
EFO:0004771	visual cortical surface area measurement		efo-obo-measurement-branch
EFO:0004779	CHAOS measure	CHAOS score	efo-obo-measurement-branch
EFO:0004780	DSM-IV-based social scale		efo-obo-measurement-branch
EFO:0004781	DSM-IV-based non-social scale		efo-obo-measurement-branch
EFO:0004783	TEMPS-A questionnaire		efo-obo-measurement-branch
EFO:0004784	self reported educational attainment		efo-obo-measurement-branch
EFO:0004785	South Texas Assessment of Neurocognition		efo-obo-measurement-branch
EFO:0004786	Mini-International Neuropsychiatric Interview		efo-obo-measurement-branch
EFO:0004789	atrial natriuretic factor measurement		efo-obo-measurement-branch
EFO:0004790	CD40 ligand measurement	CD154 ligand measurement	efo-obo-measurement-branch
EFO:0004792	plasminogen activator inhibitor 1 measurement	PAI-1 measurement|PAI1 measurement	efo-obo-measurement-branch
EFO:0004798	copy number variation		efo-obo-measurement-branch
EFO:0004800	frontal theta oscillation measurement		efo-obo-measurement-branch
EFO:0004802	family size		efo-obo-measurement-branch
EFO:0004804	birth rate		efo-obo-measurement-branch
EFO:0004806	asbestos exposure measurement		efo-obo-measurement-branch
EFO:0004807	short sleep		efo-obo-measurement-branch
EFO:0004808	L lactate dehydrogenase measurement		efo-obo-measurement-branch
EFO:0004809	fructose-bisphosphate aldolase measurement		efo-obo-measurement-branch
EFO:0004810	interleukin-6 measurement	IL-6 level|IL-6 levels|IL-6 measurement	efo-obo-measurement-branch
EFO:0004811	interleukin-8 measurement	IL-8 level|IL-8 levels|IL-8 measurement	efo-obo-measurement-branch
EFO:0004812	interleukin-1 beta measurement	interleukin 1 beta measurement	efo-obo-measurement-branch
EFO:0004813	alpha globulin measurement		efo-obo-measurement-branch
EFO:0004814	interleukin-6 receptor measurement		efo-obo-measurement-branch
EFO:0004815	alpha macroglobulin measurement		efo-obo-measurement-branch
EFO:0004819	resistin measurement	resistin level|resistin levels	efo-obo-measurement-branch
EFO:0004820	sex ratio		efo-obo-measurement-branch
EFO:0004825	temperament and character inventory		efo-obo-measurement-branch
EFO:0004828	genetic variation		efo-obo-measurement-branch
EFO:0004830	caudate nucleus volume		efo-obo-measurement-branch
EFO:0004831	RR interval		efo-obo-measurement-branch
EFO:0004833	neutrophil count	blood neutrophil count	efo-obo-measurement-branch
EFO:0004838	calcium measurement	calcium levels	efo-obo-measurement-branch
EFO:0004839	CD4:CD8 lymphocyte ratio		efo-obo-measurement-branch
EFO:0004840	cortical thickness		efo-obo-measurement-branch
EFO:0004841	digit length ratio		efo-obo-measurement-branch
EFO:0004842	eosinophil count	blood eosinophil count	efo-obo-measurement-branch
EFO:0004843	vitamin B measurement		efo-obo-measurement-branch
EFO:0004845	magnesium measurement		efo-obo-measurement-branch
EFO:0004847	age at onset		efo-obo-measurement-branch
EFO:0004861	phosphorus measurement		efo-obo-measurement-branch
EFO:0004862	phytosterol measurement		efo-obo-measurement-branch
EFO:0004863	recombination rate		efo-obo-measurement-branch
EFO:0004864	renal sinus adipose tissue measurement		efo-obo-measurement-branch
EFO:0004866	autoantibody measurement		efo-obo-measurement-branch
EFO:0004868	volumetric brain MRI		efo-obo-measurement-branch
EFO:0004869	YKL40 measurement	CHI3L1 levels|CHI3L1 measurement|Chitinase-3-like protein 1 levels|Chitinase-3-like protein 1 measurement|YKL-40 levels	efo-obo-measurement-branch
EFO:0004872	inflammatory biomarker measurement	inflammatory marker measurement	efo-obo-measurement-branch
EFO:0004873	cytokine measurement		efo-obo-measurement-branch
EFO:0004874	memory performance		efo-obo-measurement-branch
EFO:0004880	urinary arsenic measurement		efo-obo-measurement-branch
EFO:0004885	early cardiac repolarization measurement		efo-obo-measurement-branch
EFO:0004886	intracranial volume measurement	intra cranial volume measurement	efo-obo-measurement-branch
EFO:0004887	maximal oxygen uptake measurement	VO2 max|maximal aerobic capacity|maximal oxygen consumption|maximal oxygen uptake|peak oxygen uptake	efo-obo-measurement-branch
EFO:0004908	testosterone measurement	testosterone level|testosterone levels	efo-obo-measurement-branch
EFO:0004909	dihydrotestosterone measurement	dihydrotestosterone levels	efo-obo-measurement-branch
EFO:0004910	CYP3A4 activity	CYP3A4 enzyme activity	efo-obo-measurement-branch
EFO:0004914	facial neural processing		efo-obo-measurement-branch
EFO:0004915	vaspin measurement	Serpin A12 measurement|vaspin levels	efo-obo-measurement-branch
EFO:0004918	age at diagnosis		efo-obo-measurement-branch
EFO:0004919	metastasis free survival	metastasis free survival time	efo-obo-measurement-branch
EFO:0004920	progression free survival	time before disease progression	efo-obo-measurement-branch
EFO:0004949	clinical temporal measurement	clinical event	efo-obo-measurement-branch
EFO:0004950	date of birth		efo-obo-measurement-branch
EFO:0004951	alive at endpoint		efo-obo-measurement-branch
EFO:0004952	disease recurrence	relapse	efo-obo-measurement-branch
EFO:0004953	date of diagnosis		efo-obo-measurement-branch
EFO:0004955	Breslow thickness	Breslow's thickness	efo-obo-measurement-branch
EFO:0004972	somatic genotype		efo-obo-measurement-branch
EFO:0004973	germline genotype		efo-obo-measurement-branch
EFO:0004979	comprehensive strength index		efo-obo-measurement-branch
EFO:0004980	appendicular lean mass		efo-obo-measurement-branch
EFO:0004983	complement C3 measurement	complement C3 levels	efo-obo-measurement-branch
EFO:0004984	complement C4 measurement	complement C4 levels	efo-obo-measurement-branch
EFO:0004995	lean body mass		efo-obo-measurement-branch
EFO:0004998	carbohydrate measurement		efo-obo-measurement-branch
EFO:0004999	N-glycan measurement	N-glycan level	efo-obo-measurement-branch
EFO:0005000	leptin measurement		efo-obo-measurement-branch
EFO:0005001	phenylalanine measurement		efo-obo-measurement-branch
EFO:0005020	collection latitude		efo-obo-measurement-branch
EFO:0005021	collection longitude		efo-obo-measurement-branch
EFO:0005035	hippocampal volume		efo-obo-measurement-branch
EFO:0005043	cardiac troponin T measurement	cardiac troponin T level|cardiac troponin T levels|hs-cTnT levels	efo-obo-measurement-branch
EFO:0005054	QRS complex		efo-obo-measurement-branch
EFO:0005056	age at death		efo-obo-measurement-branch
EFO:0005057	myoglobin measurement		efo-obo-measurement-branch
EFO:0005058	tyrosine measurement		efo-obo-measurement-branch
EFO:0005059	acylcarnitine measurement		efo-obo-measurement-branch
EFO:0005080	CC16 measurement	Clara cell secretory protein	efo-obo-measurement-branch
EFO:0005081	surfactant protein D measurement	SP-D measurement	efo-obo-measurement-branch
EFO:0005089	whole-brain volume		efo-obo-measurement-branch
EFO:0005090	basophil count	blood basophil count	efo-obo-measurement-branch
EFO:0005091	monocyte count		efo-obo-measurement-branch
EFO:0005092	entorhinal cortical volume		efo-obo-measurement-branch
EFO:0005094	P wave duration		efo-obo-measurement-branch
EFO:0005095	PR segment		efo-obo-measurement-branch
EFO:0005105	lipid or lipoprotein measurement		efo-obo-measurement-branch
EFO:0005106	body composition measurement		efo-obo-measurement-branch
EFO:0005108	arm span		efo-obo-measurement-branch
EFO:0005112	gestational age		efo-obo-measurement-branch
EFO:0005115	metabolic rate measurement		efo-obo-measurement-branch
EFO:0005116	urinary metabolite measurement		efo-obo-measurement-branch
EFO:0005117	CCL5 measurement	RANTES|Regulated on Activation, Normal T cell Expressed and Secreted	efo-obo-measurement-branch
EFO:0005118	IGFBP-1 measurement		efo-obo-measurement-branch
EFO:0005119	antioxidant measurement		efo-obo-measurement-branch
EFO:0005126	arylesterase enzyme measurement	paraoxonase enzyme measurement	efo-obo-measurement-branch
EFO:0005127	cancer biomarker measurement		efo-obo-measurement-branch
EFO:0005128	albumin:globulin ratio measurement	ALBGLOB|Albumin to Globulin Ratio Measurement|Albumin/Globulin|albumin-globulin ratio measurement	efo-obo-measurement-branch
EFO:0005131	HVA measurement		efo-obo-measurement-branch
EFO:0005132	5-HIAA measurement	5-Hydroxyindoleacetic acid measurement	efo-obo-measurement-branch
EFO:0005133	MHPG measurement		efo-obo-measurement-branch
EFO:0005134	amino acid measurement		efo-obo-measurement-branch
EFO:0005168	wild type genotype		efo-obo-measurement-branch
EFO:0005187	C-peptide measurement		efo-obo-measurement-branch
EFO:0005188	CCL11 measurement		efo-obo-measurement-branch
EFO:0005189	respiratory quotient		efo-obo-measurement-branch
EFO:0005190	urinary nitrogen measurement		efo-obo-measurement-branch
EFO:0005191	waist height ratio		efo-obo-measurement-branch
EFO:0005193	serum IgG glycosylation measurement		efo-obo-measurement-branch
EFO:0005194	amyloid-beta measurement	Ab measurement|cortical Ab measurement	efo-obo-measurement-branch
EFO:0005196	vasoactive peptide measurement		efo-obo-measurement-branch
EFO:0005197	beta-2 microglobulin measurement		efo-obo-measurement-branch
EFO:0005198	transplant outcome measurement		efo-obo-measurement-branch
EFO:0005199	renal transplant outcome measurement		efo-obo-measurement-branch
EFO:0005206	oligoclonal band measurement		efo-obo-measurement-branch
EFO:0005211	aspirin hydrolysis measurement		efo-obo-measurement-branch
EFO:0005213	central corneal thickness		efo-obo-measurement-branch
EFO:0005241	employment status		efo-obo-measurement-branch
EFO:0005243	myeloperoxidase measurement		efo-obo-measurement-branch
EFO:0005267	serum copper measurement		efo-obo-measurement-branch
EFO:0005275	dihydroxy docosatrienoic acid measurement		efo-obo-measurement-branch
EFO:0005276	hydroxy-leucine measurement	X-11787 measurement|hydroxy-isoleucine measurement	efo-obo-measurement-branch
EFO:0005278	cardiovascular disease biomarker measurement		efo-obo-measurement-branch
EFO:0005298	allergic sensitization measurement		efo-obo-measurement-branch
EFO:0005318	axial length measurement	AL|axial length|ocular axial length	efo-obo-measurement-branch
EFO:0005408	pyroglutamine measurement		efo-obo-measurement-branch
EFO:0005412	functional impairment measurement		efo-obo-measurement-branch
EFO:0005413	joint damage measurement		efo-obo-measurement-branch
EFO:0005419	contrast sensitivity measurement		efo-obo-measurement-branch
EFO:0005420	grey matter volume measurement		efo-obo-measurement-branch
EFO:0005512	estrogen receptor status		efo-obo-measurement-branch
EFO:0005513	progesterone receptor status		efo-obo-measurement-branch
EFO:0005514	HER2 status		efo-obo-measurement-branch
EFO:0005527	ejection fraction measurement		efo-obo-measurement-branch
EFO:0005528	parasitemia measurement		efo-obo-measurement-branch
EFO:0005530	Trypanosoma cruzi seropositivity		efo-obo-measurement-branch
EFO:0005536	nitric oxide exhalation measurement	FENO|fraction of exhaled nitric oxide	efo-obo-measurement-branch
EFO:0005538	thrombin generation potential measurement	TGP measurement	efo-obo-measurement-branch
EFO:0005602	age at alcohol diagnosis		efo-obo-measurement-branch
EFO:0005603	age at breast cancer diagnosis		efo-obo-measurement-branch
EFO:0005608	cortical opacity measurement		efo-obo-measurement-branch
EFO:0005654	velocity of sound measurement		efo-obo-measurement-branch
EFO:0005659	plasma beta-amyloid 1-40 measurement		efo-obo-measurement-branch
EFO:0005660	plasma beta-amyloid 1-42 measurement		efo-obo-measurement-branch
EFO:0005661	Child Behaviour Checklist assessment	CBCL	efo-obo-measurement-branch
EFO:0005663	urinary uromodulin measurement	urinary Tamm-Horsfall glycoprotein measurement	efo-obo-measurement-branch
EFO:0005665	white matter hyperintensity measurement		efo-obo-measurement-branch
EFO:0005667	urinary albumin excretion rate		efo-obo-measurement-branch
EFO:0005674	white matter microstructure measurement		efo-obo-measurement-branch
EFO:0005675	vitamin D-binding protein measurement		efo-obo-measurement-branch
EFO:0005677	puberty onset measurement		efo-obo-measurement-branch
EFO:0005680	omega-6 polyunsaturated fatty acid measurement		efo-obo-measurement-branch
EFO:0005682	oxygen saturation measurement		efo-obo-measurement-branch
EFO:0005689	non-high density lipoprotein cholesterol measurement	NHDL cholesterol measurement	efo-obo-measurement-branch
EFO:0005691	plasma trimethylamine N-oxide measurement	TMAO measurement	efo-obo-measurement-branch
EFO:0005760	serum carcinoembryonic antigen measurement		efo-obo-measurement-branch
EFO:0005763	pulse pressure measurement		efo-obo-measurement-branch
EFO:0005767	rheumatoid factor measurement		efo-obo-measurement-branch
EFO:0005843	cortisol measurement		efo-obo-measurement-branch
EFO:0005845	hemoglobin A2 measurement	HGBA2|HbA2 levels|Hemoglobin A2|hemoglobin A2 levels	efo-obo-measurement-branch
EFO:0005850	emphysema pattern measurement		efo-obo-measurement-branch
EFO:0005851	height-adjusted body mass index	height-adjusted BMI	efo-obo-measurement-branch
EFO:0005890	osteoarthritis biomarker measurement		efo-obo-measurement-branch
EFO:0005919	recombination measurement		efo-obo-measurement-branch
EFO:0005921	FEV change measurement	FEV1 change measurement	efo-obo-measurement-branch
